MB,MB,FURNITURE - SCHEDULING OFFICE,FURNITURE,EXT,23200,,2015,2015,20,,1,Each,"$6,331.65 ",0,"$6,331.65 ",2015,,,,,,,,,,BG007602,,,2015 - Office #1 OF 4 CIP 3-1008.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SCHEDULING FURNITURE,,EXT,23200,,2015,2015,20,,1,Each,"$6,331.65 ",0,"$6,331.65 ",2015,,,,,,,,,,BG007603,,,2015 - Scheduling Office #2 of 4. CIP 3-1008.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SCHEDULING FURNITURE,,EXT,23200,,2015,2015,20,,1,Each,"$6,331.64 ",0,"$6,331.64 ",2015,,,,,,,,,,BG007604,,,2015 - Scheduling Office #3 of 4. CIP 3-1008.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SCHEDULING FURNITURE,,EXT,23200,,2015,2015,20,,1,Each,"$6,331.64 ",0,"$6,331.64 ",2015,,,,,,,,,,BG007605,,,2015 - Scheduling Office #4 of 4. CIP 3-1008.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$6,323.03 ",0,"$6,323.03 ",2015,Bus Stop Shelter,,,,,,,,,BG001295,,,"1978 Cost-$6,323.03 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,SAN RAFAEL COMPUTER RM HVAC,SAN RAFAEL COMPUTER RM HVAC,EXT,21505,,2015,2015,10,,1,Lump Sum,"$6,321.84 ",0,"$6,321.84 ",2015,SR A&D Trailer Computer Rm,,,,,,,,,FA00028,,,"2005 Cost-$6,321.84",,,,,,,,,3,,1300,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,NETWORK ANALYZER,NETWORK ANALYZER,RET,39300,,2015,2015,5,,1,Each,"$6,295.38 ",0,"$6,295.38 ",2015,IS Computer Room,,,,,,,,,A0003590,,,"2004 Cost-$40,703.32 - IS Computer Room Changed Cost from $40,703.32 to org cost-$6,295.38",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,OUTBOARD MOTOR,OUTBOARD MOTOR,RET,53003,,2015,2015,10,,1,Vehicles,"$6,288.89 ",0,"$6,288.89 ",2015,LFT Outside Areas,,,,,,,,,F0001522,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,DOOR - SECURITY ENTRANCE,DOOR - SECURITY ENTRANCE,EXT,21515,,2015,2015,15,,1,Each,"$6,285.00 ",0,"$6,285.00 ",2015,D1 Drivers Room,,,,,,,,,BG004875,,,"2006 Cost-$6,285 Located in D1 Drivers Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,DELL DESKTOP TOWER W/2 MONITOR,,EXT,39101,,2015,2015,5,,1,Each,"$6,259.17 ",0,"$6,259.17 ",2015,,,,,,,,,,CIP-1017,,,"Dell Precision Tower 7910 w/(2) P2715Q 27"" Ultra HDD 4K Monitors.CIP 1-1619.",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,CROSSWALK WARNING SYSTEM,CROSSWALK WARNING SYSTEM,EXT,33300,,2015,2015,10,,1,Each,"$6,253.13 ",0,"$6,253.13 ",2015,,,,,,,,,,BR002309,,,Bldg F - IS Director Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,CONVERTERS,CONVERTERS,EXT,33300,,2015,2015,10,,1,Each,"$6,231.51 ",0,"$6,231.51 ",2015,,,,,,,,,,BR00166405,,,Adm Bldg Security Equip Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$6,209.26 ",0,"$6,209.26 ",2015,D1 Penthouse Equipment Room,,,,,,,,,A0003478,,,"2003 Cost-$6,209.26 - D1 Penthouse Equpment Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$6,209.26 ",0,"$6,209.26 ",2015,IS Computer Room,,,,,,,,,A0003479,,,"2003 Cost-$6,209.26",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$6,209.25 ",0,"$6,209.25 ",2015,IS Computer Room,,,,,,,,,A0003480,,,"2003 Cost-$6,209.25 - IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,HVAC SYSTEM PUBLIC AFFAIRS OFF,HVAC SYSTEM PUBLIC AFFAIRS OFFICE,EXT,21505,,2015,2015,20,,1,Lump Sum,"$6,191.90 ",0,"$6,191.90 ",2015,Bldg F - IS Director Trailer,,,,,,,,,BR002231,,,Located at Bldg F - IS Director Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,DELL POWEREDGE R620 SERVER,DELL POWEREDGE R620 SERVER,EXT,39103,,2015,2015,5,,1,Each,"$6,172.71 ",0,"$6,172.71 ",2015,D1 HD Maint Bldg Computer Rm,,,,,,,,,A0003629,,,D1 HD Maint Bldg Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,DELL POWEREDGE R620 SERVER,DELL POWEREDGE R620 SERVER,EXT,39103,,2015,2015,5,,1,Each,"$6,172.71 ",0,"$6,172.71 ",2015,D1 HD Maint Bldg Computer Rm,,,,,,,,,A0003630,,,D1 HD Maint Bldg Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,DELL POWEREDGE R620 SERVER,DELL POWEREDGE R620 SERVER,EXT,39103,,2015,2015,5,,1,Each,"$6,172.70 ",0,"$6,172.70 ",2015,D1 HD Maint Bldg Computer Rm,,,,,,,,,A0003631,,,D1 HD Maint Bldg Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,FURNITURE SCHEDULING - T.CLARK,FURNITURE,EXT,23200,,2015,2015,7,,1,Each,"$6,163.66 ",0,"$6,163.66 ",2015,,,,,,,,,,B0009365,,,2015 - One workstation with 3 chairs.CIP 3-1539.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,ICE MACHINE-LARKSPUR,ICE MACHINE-LARKSPUR,RET,23300,,2015,2015,10,,1,Each,"$6,136.00 ",0,"$6,136.00 ",2015,LFT Kiosk D Waiting Room,,,,,,,,,F0001366,,,LFT Kiosk D Waiting Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
DR,DR,PARATRANSIT SCHEDULING,TRAPEZE SOFTWARE - COMPUTER AIDED DISPATCH,EXT,37003,,2015,2015,10,,1,Each,"$6,099.00 ",0,"$6,099.00 ",2015,WhistleStop,,,,,,,,,BG00471801,,,"2000 Cost-$6,099 - WhistleStop",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Bus (BU),,,,,,,
SY,SY,TRAILER OFFICE REHAB,TRAILER OFFICE REHAB,EXT,21100,,2015,2015,25,,1,Building,"$6,090.96 ",0,"$6,090.96 ",2015,IS Programmers Office,,,,,,,,,A000140701,,,IS Programmers Office,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,PITNEY BOWES POSTAGE MACHINE,,EXT,23420,,2015,2015,7,,1,Each,"$6,048.35 ",0,"$6,048.35 ",2015,,,,,,,,,,CIP-1739-03,,,2017 - Pitney Bowes DM475 Postage Machine. CIP 03-1739.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SAN RAFAEL ADMIN SHOWERS,SAN RAFAEL ADMIN SHOWERS,EXT,21511,,2015,2015,5,,1,Lump Sum,"$6,036.90 ",0,"$6,036.90 ",2015,,,,,,,,,,B0009010,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,WASHER /EXTRACTOR,WASHER /EXTRACTOR,RET,23402,,2015,2015,15,,1,Each,"$6,008.53 ",0,"$6,008.53 ",2015,D1 Body Shop Uphol/Lunchroom,,,,,,,,,BG005291,,,"1985 Cost-6,008.53 - D1 Body Shop Uphol/Lunchroom",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,RUGGED LAPTOP,RUGGED LAPTOP,EXT,39101,,2015,2015,5,,1,Each,"$6,000.57 ",0,"$6,000.57 ",2015,IS Equipment Off Site,,,,,,,,,A0003645,,,IS Equipment Off Site,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,RUGGED LAPTOP,RUGGED LAPTOP,EXT,39101,,2015,2015,5,,1,Each,"$6,000.56 ",0,"$6,000.56 ",2015,IS Equipment Off Site,,,,,,,,,A0003642,,,IS Equipment Off Site,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,RUGGED LAPTOP,RUGGED LAPTOP,EXT,39101,,2015,2015,5,,1,Each,"$6,000.56 ",0,"$6,000.56 ",2015,IS Equipment Off Site,,,,,,,,,A0003643,,,IS Equipment Off Site,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,RUGGED LAPTOP,RUGGED LAPTOP,EXT,39101,,2015,2015,5,,1,Each,"$6,000.56 ",0,"$6,000.56 ",2015,IS Equipment Off Site,,,,,,,,,A0003644,,,IS Equipment Off Site,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$6,000.00 ",0,"$6,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007065,,,"1990 Cost-$6,000 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER-#324,BUS STOP SHELTER-#324,RET,41006,,2015,2015,15,,1,Each,"$6,000.00 ",0,"$6,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007066,,,"1990 Cost-$6,000 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$6,000.00 ",0,"$6,000.00 ",2015,Bus Stop Shelter,,,,,,,,,BG007073,,,"1990 Cost-$6,000 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,GENERATOR - PORTABLE,GENERATOR - PORTABLE,RET,23300,,2015,2015,15,,1,Each,"$6,000.00 ",0,"$6,000.00 ",2015,LFT Sub Warehouse Yard,,,,,,,,,F0001060,,,LFT Sub Warehouse Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,998.28 ",0,"$5,998.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001278,,,"1978 Cost-$5,998.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,NOTEBOOK,NOTEBOOK,RET,39101,,2015,2015,5,,1,Each,"$5,981.10 ",0,"$5,981.10 ",2015,,,,,,,,,,A0003530,,,"2005 Cost-$5,981.10 - D1 Body Shop Electronic Repair",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,978.28 ",0,"$5,978.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001311,,,"1978 Cost-$5,978.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,PUBLIC ADDRESS SYSTEM,PUBLIC ADDRESS SYSTEM,EXT,33201,,2015,2015,10,,1,Each,"$5,974.15 ",0,"$5,974.15 ",2015,,,,,,,,,,BR001661,,,Adm Bldg Press Room,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,COMPUTER SERVER,COMPUTER SERVER,RET,39103,,2015,2015,5,,1,Each,"$5,965.24 ",0,"$5,965.24 ",2015,WhistleStop,,,,,,,,,BG007570,,,"2002 Cost-$5,965.24 - Whistlestop",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER #205,BUS STOP SHELTER #205,RET,41006,,2015,2015,15,,1,Each,"$5,943.28 ",0,"$5,943.28 ",2015,D1 Yard,,,,,,,,,BG001320,,,"1978 Cost-$5,943.28 - D1 Yard",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,939.28 ",0,"$5,939.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001300,,,"1978 Cost-$5,939.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,BRDG ADMIN 1ST FL HLWY CARPET,BRDG ADMIN 1ST FL HLWY CARPET,EXT,23200,,2015,2015,5,,1,Each,"$5,875.09 ",0,"$5,875.09 ",2015,,,,,,,,,,A0003624,,,Adm Bldg Budget Mgr Office,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,SWITCH IN BRIDGE DATA ROOM,SWITCH IN BRIDGE DATA ROOM,RET,23100,,2015,2015,5,,1,Each,"$5,872.18 ",0,"$5,872.18 ",2015,IS Computer Room,,,,,,,,,BR002209,,,IS Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,PRESSURE SEAL SYSTEM,PRESSURE SEAL SYSTEM,EXT,23200,,2015,2015,5,,1,Each,"$5,844.36 ",0,"$5,844.36 ",2015,Adm Bldg Payroll Office,,,,,,,,,A0003591,,,Adm Bldg Payroll Office,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,PRINTER HP DESIGNJET,PRINTER HP DESIGNJET,RET,39105,,2015,2015,5,,1,Each,"$5,837.31 ",0,"$5,837.31 ",2015,Bldg B - Procurement Trailer,,,,,,,,,A0002993,,,Bldg B - Procurement Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,832.28 ",0,"$5,832.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001309,,,"1978 Cost-$5,832.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,CONEX 40' STORAGE CONTAINERS 2,,EXT,23300,,2015,2015,25,,1,Each,"$5,823.75 ",0,"$5,823.75 ",2015,,,,,,,,,,CIP-1510,,,11/2/16 - Refurbished containers. CIP-03-1739.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SR TRANSIT CENTER BENCHS,SR TRANSIT CENTER BENCHES,EXT,41606,,2015,2015,30,,1,Each,"$5,819.22 ",0,"$5,819.22 ",2015,Bettini D1 Center,,,,,,,,,BG00745802,,,"1994 Other Building Benches-$5,819.22",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,797.28 ",0,"$5,797.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001296,,,"1978 Cost-$5,797.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,791.80 ",0,"$5,791.80 ",2015,Bus Stop Shelter,,,,,,,,,BG001316,,,"1978 Cost-$5,791.80 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006,,2015,2015,15,,1,Each,"$5,771.28 ",0,"$5,771.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001306,,,"1978 Cost-$5,771.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,PRINTER LASERJET COLOR,PRINTER LASERJET COLOR,RET,39105,,2015,2015,5,,1,Each,"$5,758.90 ",0,"$5,758.90 ",2015,Adm Bldg Engineering Copy Rm,,,,,,,,,A0003257,,,Adm Bldg Engineering Copy Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,756.28 ",0,"$5,756.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001305,,,"1978 Cost-$5,756.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,743.28 ",0,"$5,743.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001301,,,"1978 Cost-$5,743.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,741.28 ",0,"$5,741.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001317,,,"1978 Cost-$5,741.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,739.28 ",0,"$5,739.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001304,,,"1978 Cost-$5,739.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,736.28 ",0,"$5,736.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001319,,,"1978 Cost-$5,736.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,712.28 ",0,"$5,712.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001321,,,"1978 Cost-$5,712.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,700.28 ",0,"$5,700.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001322,,,"1978 Cost-$5,700.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006,,2015,2015,15,,1,Each,"$5,700.28 ",0,"$5,700.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001324,,,"1978 Cost-$5,700.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,698.28 ",0,"$5,698.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001310,,,"1978 Cost-$5,698.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,COMPUTER ROUTER - CISCO,COMPUTER ROUTER - CISCO,RET,39300,,2015,2015,5,,1,Each,"$5,695.17 ",0,"$5,695.17 ",2015,D1 Penthouse Equipment Room,,,,,,,,,A0003509,,,"2005 Cost-$5,695.17 - D1 Penthouse Equipment Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,COMPUTER ROUTER - CISCO,COMPUTER ROUTER - CISCO,RET,39300,,2015,2015,5,,1,Each,"$5,695.17 ",0,"$5,695.17 ",2015,IS Computer Room,,,,,,,,,A0003510,,,"2004 Cost-$5,695.17 - IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,684.28 ",0,"$5,684.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001312,,,"1978 Cost-$5,684.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,RET,41006,,2015,2015,15,,1,Each,"$5,677.82 ",0,"$5,677.82 ",2015,Bus Stop Shelter,,,,,,,,,BG005303,,,"1976 Cost-$5,677.82 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,PRINTER-LASERJET COLOR HP5550N,PRINTER_LASERJET COLOR HP5550N,EXT,39105,,2015,2015,5,,1,Each,"$5,623.59 ",0,"$5,623.59 ",2015,Bldg C - Construction Trailer,,,,,,,,,A0003379,,,Bldg C - Construction Trailer,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,613.28 ",0,"$5,613.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001328,,,"1978 Cost-$5,613.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$5,610.28 ",0,"$5,610.28 ",2015,Bus Stop Shelter,,,,,,,,,BG001325,,,"1978 Cost-$5,610.28 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
SY,SY,SERVER,SERVER,RET,39103,,2015,2015,5,,1,Each,"$5,584.51 ",0,"$5,584.51 ",2015,IS Computer Room,,,,,,,,,A0003518,,,"2004 Cost-$5,584.51 - IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,ICE MAKER-BERTH#3,ICE MAKER,RET,23420,,2015,2015,10,,1,Each,"$5,572.23 ",0,"$5,572.23 ",2015,LFT Kiosk B,,,,,,,,,F0001464,,,"2002 Cost-$5,572.23 - LFT Kiosk B",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
